lineage,label
XBB.1.16.1,Omicron
FL.4.6,Omicron
XBB.1.5,Omicron
FK.1.3.2,Omicron
XBB.1.9.2,Omicron
XBB.1.5.22,Omicron
XBB.1.16.11,Omicron
XBB.1.16,Omicron
FK.1.1,Omicron
HH.2,Omicron
FL.2,Omicron
XBB.1.5.1,Omicron
FL.1.1.1,Omicron
FL.3,Omicron
FU.3,Omicron
XBB.1.16.22,Omicron
XBB.2.3.3,Omicron
XBB.1.5.44,Omicron
XBB.1.5.15,Omicron
GS.1,Omicron
BH.1,Omicron
BN.6,Omicron
BA.2.75.6,Omicron
BA.2.75.7,Omicron
BA.5.2.37,Omicron
HH.1,Omicron
GY.5,Omicron
FL.3.1,Omicron
XBB.1.16.2,Omicron
XBB.1.16.10,Omicron
XBB.1.16.21,Omicron
XBB.1.5.41,Omicron
XBB.1.16.8,Omicron
EG.1.6,Omicron
FY.2,Omicron
GJ.1.2,Omicron
XBB.1.16.20,Omicron
FU.2,Omicron
XBB.1.19.2,Omicron
XBB.1.16.13,Omicron
FU.1,Omicron
XBB.1.16.9,Omicron
GF.1,Omicron
XBB.1.5.97,Omicron
XBB.1.5.18,Omicron
FV.1,Omicron
XBB.1.5.13,Omicron
FL.2.3,Omicron
FD.4,Omicron
XBB.2.3.1,Omicron
XBB.1.16.4,Omicron
FL.15,Omicron
XBB.1.9.1,Omicron
XBB.2.3.12,Omicron
XBB.2.3,Omicron
FL.23.1,Omicron
EG.5.1,Omicron
EG.5.1.1,Omicron
FK.1.4,Omicron
FK.1.1.2,Omicron
FK.1.5,Omicron
XBB.1.42.2,Omicron
XBB.1.5.69,Omicron
FL.4,Omicron
FY.3.1,Omicron
FL.4.1.1,Omicron
XBB.2.3.2,Omicron
FL.4.8,Omicron
FL.6,Omicron
FT.2,Omicron
FL.13,Omicron
EU.1.1.2,Omicron
FL.5,Omicron
JK.1,Omicron
XBB.1.5.16,Omicron
FK.1.1.1,Omicron
XBB.1.5.34,Omicron
XBB.2.3.6,Omicron
FY.1,Omicron
FY.3.2,Omicron
DV.1.1,Omicron
XBB.1.5.23,Omicron
FE.1.2,Omicron
GR.1,Omicron
XBB.1.22.1,Omicron
FU.2.1,Omicron
FL.4.4,Omicron
XBB.1.24.3,Omicron
XBB.1.16.5,Omicron
XBB.1.5.59,Omicron
FK.1.3,Omicron
FK.1.2.1,Omicron
XBB.1.5.30,Omicron
EU.1.1,Omicron
GJ.1.1,Omicron
BA.1.17.2,Omicron
AY.127.3,Delta
FU.5,Omicron
XBB.1.5.51,Omicron
XBB.1.16.19,Omicron
XBB.2.3.5,Omicron
XBB.1.5.62,Omicron
FL.4.5,Omicron
FL.18.1.1,Omicron
XBB.1.5.92,Omicron
GE.1.3,Omicron
GJ.3,Omicron
EG.4,Omicron
GJ.1,Omicron
XBB.1.5.50,Omicron
FK.1,Omicron
XBB.1.16.12,Omicron
FE.1.1,Omicron
BN.1.3.1,Omicron
BA.5.2.23,Omicron
DA.1,Omicron
BA.5.2.45,Omicron
CB.1,Omicron
BA.5.2.54,Omicron
CM.5.1,Omicron
BS.1,Omicron
BF.34,Omicron
BA.5.2.29,Omicron
BF.7.8,Omicron
BA.5.2.63,Omicron
BQ.1.1.17,Omicron
DQ.1,Omicron
BN.3.1,Omicron
BA.2.75.4,Omicron
BQ.1.3.2,Omicron
XBB.1.35,Omicron
BF.16,Omicron
BQ.1.16,Omicron
XBB.1.39,Omicron
BQ.1.1.69,Omicron
BQ.1.1.5,Omicron
BQ.1.3,Omicron
CH.1.1.24,Omicron
BQ.1.1.1,Omicron
XBB.1.15,Omicron
BA.5.3.3,Omicron
BQ.1.12,Omicron
BA.4.6.2,Omicron
CP.6,Omicron
BA.5.1.33,Omicron
DB.1,Omicron
BQ.1.1.72,Omicron
BF.7.13.2,Omicron
BF.11.1,Omicron
CK.1.2,Omicron
CM.12,Omicron
BA.5.5.1,Omicron
BQ.1.1.23,Omicron
CN.1,Omicron
BQ.1.1.13,Omicron
BQ.1.13,Omicron
CM.11,Omicron
BQ.1.1.35,Omicron
BL.3,Omicron
XBB.2.1,Omicron
BQ.1.1.8,Omicron
XBB.8,Omicron
BA.5.2.25,Omicron
EW.2,Omicron
BN.1.10,Omicron
XBB.1.4,Omicron
CK.2.1.1,Omicron
CM.5.2,Omicron
BQ.1.1.77,Omicron
XBB.3.2,Omicron
CD.1,Omicron
BA.2.27,Omicron
CE.1,Omicron
BF.7.22,Omicron
CL.1.3,Omicron
CH.1.1.27,Omicron
BA.5.12,Omicron
CP.1.2,Omicron
BV.2,Omicron
XBB.1.13,Omicron
BF.30,Omicron
BQ.1.1.58,Omicron
CP.8.1,Omicron
CM.10,Omicron
BQ.1.19,Omicron
EF.1,Omicron
BQ.1.2.1,Omicron
BQ.1.1.32,Omicron
BE.9,Omicron
BN.1.2.6,Omicron
BN.5,Omicron
BQ.1.1.40,Omicron
BN.1.2.5,Omicron
XBB.1.38,Omicron
BQ.1.1.7,Omicron
BA.5.2.31,Omicron
BA.1.1,Omicron
BA.2.37,Omicron
BA.1.1.14,Omicron
BA.2.4,Omicron
BA.2.23,Omicron
BA.2.78,Omicron
BA.2.36,Omicron
BA.1.17.1,Omicron
BA.1,Omicron
BA.1.1.15,Omicron
BA.2.49,Omicron
BA.2.12,Omicron
BA.1.1.1,Omicron
BA.2.3.9,Omicron
BA.2.20,Omicron
BA.2.43,Omicron
BA.2.3.4,Omicron
BA.2.19,Omicron
BA.5.8,Omicron
BA.2.22,Omicron
BA.2.52,Omicron
BA.2.3.1,Omicron
BA.2.24,Omicron
BA.2.3.7,Omicron
BA.2.61,Omicron
BA.2.40,Omicron
BA.2.3.17,Omicron
BA.2.32,Omicron
BA.2.3.14,Omicron
BA.2.7,Omicron
XL,Omicron
BA.2.41,Omicron
BA.2.9.1,Omicron
BA.2.3.5,Omicron
BA.2.8,Omicron
BA.2.3.13,Omicron
AY.129,Delta
XAM,Omicron
BA.2.73,Omicron
BA.2.9.4,Omicron
BA.2.71,Omicron
BA.2.3.18,Omicron
BA.2.38.4,Omicron
BA.2.34,Omicron
BA.2.47,Omicron
BA.1.21,Omicron
BA.1.15,Omicron
BA.1.20,Omicron
BA.1.1.7,Omicron
AY.112.2,Delta
AY.125,Delta
BA.1.1.13,Omicron
B.1.351,Beta
AY.100,Delta
BA.1.18,Omicron
BA.2.79.1,Omicron
BA.2.48,Omicron
XN,Omicron
BA.2.3.6,Omicron
BA.2.9.7,Omicron
XE,Omicron
BA.2.21,Omicron
AY.33,Delta
AY.30,Delta
AY.4.5,Delta
AY.25.1,Delta
AY.26,Delta
AY.57,Delta
AY.118,Delta
AY.74,Delta
B.1.427,Epsilon
AY.46,Delta
AY.3,Delta
AY.16,Delta
AY.42,Delta
JN.1.35,Omicron
JN.1.32,Omicron
JN.1.4,Omicron
JN.1,Omicron
JN.1.5,Omicron
JN.2,Omicron
JN.1.1,Omicron
JN.1.32.1,Omicron
JN.1.20,Omicron
JN.1.4.5,Omicron
JN.1.11.1,Omicron
JN.1.8,Omicron
JN.1.22,Omicron
JN.1.3,Omicron
JN.1.28.1,Omicron
JN.1.29,Omicron
JN.1.30.1,Omicron
JN.1.18,Omicron
JN.1.19,Omicron
JN.1.4.7,Omicron
JN.1.39,Omicron
JN.1.16,Omicron
BA.2.86,Omicron
JN.1.1.6,Omicron
JN.18,Omicron
JN.1.6,Omicron
JN.1.4.6,Omicron
JN.14,Omicron
JN.1.28,Omicron
JN.1.51,Omicron
JN.1.56,Omicron
JN.1.11,Omicron
JN.1.31,Omicron
KP.1,Omicron
HK.3.2,Omicron
HK.3,Omicron
JG.3,Omicron
JN.1.16.2,Omicron
XBB.1.16.6,Omicron
JN.2.1,Omicron
JD.1.1,Omicron
FL.1.5.2,Omicron
JN.1.48,Omicron
JN.1.51.1,Omicron
JN.1.47,Omicron
JN.1.52,Omicron
BA.2.86.1,Omicron
JN.1.43,Omicron
JN.1.17,Omicron
JN.1.10,Omicron
EG.5.1.8,Omicron
HV.1,Omicron
JE.1.1,Omicron
JN.1.7,Omicron
JN.1.8.1,Omicron
JN.1.37,Omicron
JN.1.9,Omicron
BA.2.86.3,Omicron
JN.1.36,Omicron
JN.1.45,Omicron
JN.1.4.3,Omicron
JN.1.43.1,Omicron
JN.1.23,Omicron
JN.1.34,Omicron
JN.1.4.1,Omicron
JN.1.49,Omicron
EG.5.1.6,Omicron
KP.1.1,Omicron
JN.1.16.1,Omicron
JN.1.7.2,Omicron
XBB.1.5.20,Omicron
JN.1.55,Omicron
JN.1.1.5,Omicron
JN.1.48.1,Omicron
JN.1.18.2,Omicron
KP.1.1.1,Omicron
JN.1.42,Omicron
JN.1.21,Omicron
JN.1.8.3,Omicron
JD.1.1.1,Omicron
JN.1.15,Omicron
JN.1.1.1,Omicron
JN.1.9.1,Omicron
JN.1.55.1,Omicron
KR.1,Omicron
JN.1.41,Omicron
JN.1.33,Omicron
JN.1.6.1,Omicron
KP.1.2,Omicron
JN.1.2,Omicron
JN.1.13.1,Omicron
JN.1.4.4,Omicron
JQ.2.1,Omicron
JN.1.40,Omicron
JN.1.1.8,Omicron
JN.1.9.2,Omicron
JN.1.13,Omicron
JN.1.30,Omicron
KP.1.1.3,Omicron
JN.1.44,Omicron
JN.1.18.3,Omicron
B.1.1.71,Alpha
B.1.1.70,Alpha
XBB.1.5.4,Omicron
XBB.1.5.96,Omicron
XBB.1.19,Omicron
XBB.1.5.24,Omicron
GD.2,Omicron
FL.9,Omicron
XBB.1.5.86,Omicron
XBB.1.5.43,Omicron
XBF.10,Omicron
EA.1,Omicron
XBB.1.5.101,Omicron
XBB.1.5.79,Omicron
GA.1,Omicron
DN.3.1,Omicron
XBB.2.3.9,Omicron
FL.8,Omicron
XBB.1.5.21,Omicron
XBB.1.5.35,Omicron
XBB.1.10,Omicron
XBB.2.3.4,Omicron
XBB.3.4,Omicron
XBB.1.5.7,Omicron
XBB.1.16.16,Omicron
XBB.1.5.33,Omicron
XBB.1.9,Omicron
FL.21,Omicron
XBB.1.5.57,Omicron
XBB.1.19.1,Omicron
CH.1.1.17,Omicron
FY.2.1,Omicron
XBB.1.5.25,Omicron
FD.2,Omicron
EM.1,Omicron
FL.4.1,Omicron
XBB.1.5.12,Omicron
FG.3,Omicron
XBB.1.24.1,Omicron
XBB.1.5.2,Omicron
EG.1.2,Omicron
FL.1.1,Omicron
XBB.2.3.11,Omicron
XBB.1.5.91,Omicron
XBB.1.22,Omicron
XBB.1.5.14,Omicron
XBB.1.5.63,Omicron
CA.3.1,Omicron
XBB.2.3.8,Omicron
FL.26,Omicron
CH.1.1.16,Omicron
FK.1.3.1,Omicron
XBB.1.5.75,Omicron
XBB.1.5.17,Omicron
EU.1,Omicron
XBB.2.7.1,Omicron
XBB.1.16.3,Omicron
XBB.2.4,Omicron
XBB.1.5.47,Omicron
BA.5.2.46,Omicron
XBB.1.5.32,Omicron
XBB.1.22.2,Omicron
GW.3,Omicron
GA.6,Omicron
FL.5.1,Omicron
XBB.1.17.1,Omicron
XBB.1.5.56,Omicron
GW.4,Omicron
FK.1.2.2,Omicron
EG.1.4,Omicron
XBB.2.3.7,Omicron
XBB.1.5.5,Omicron
XBB.1.34.1,Omicron
FP.4,Omicron
XBB.1.5.28,Omicron
GJ.4,Omicron
XBB.1.5.48,Omicron
EL.1,Omicron
FL.22,Omicron
CH.1.1.18,Omicron
DV.6,Omicron
FL.33,Omicron
XBB.1.5.104,Omicron
BQ.1.1.45,Omicron
XBB.1.16.7,Omicron
HH.1.1,Omicron
FL.2.2.1,Omicron
FL.2.4,Omicron
DV.7,Omicron
FL.4.9,Omicron
FL.2.5,Omicron
XBB.2.6,Omicron
FL.2.1,Omicron
BE.8,Omicron
XBB.1.43.1,Omicron
XBB.1.34,Omicron
FY.4,Omicron
XBB.1.9.7,Omicron
EG.3,Omicron
XBB.1.5.81,Omicron
FL.1.4,Omicron
FL.11,Omicron
XBB.1.5.90,Omicron
FR.1,Omicron
FL.1.3,Omicron
FU.3.1,Omicron
XBB.1.5.10,Omicron
FL.25,Omicron
FL.13.3.1,Omicron
EG.13,Omicron
FL.14,Omicron
FL.27,Omicron
EG.5.2,Omicron
FK.1.4.1,Omicron
XBB.1.18.1,Omicron
XBB.1.31.2,Omicron
XBB.1.5.26,Omicron
XBB.1.5.49,Omicron
XBB.1.5.76,Omicron
XBB.1.5.39,Omicron
XBB.2.3.10,Omicron
FD.4.1,Omicron
FL.3.2,Omicron
GY.6,Omicron
XBB.1.37.1,Omicron
FH.1,Omicron
FZ.1.1,Omicron
XBB.1.5.77,Omicron
XBB.1.5.46,Omicron
FL.13.3,Omicron
CH.1.1.26,Omicron
XBB.1.16.18,Omicron
XBB.1.5.31,Omicron
EG.14,Omicron
XBB.1.5.66,Omicron
XBB.1.16.17,Omicron
GE.1,Omicron
BA.1.1.2,Omicron
BA.1.14,Omicron
AY.34.1,Delta
BA.1.1.9,Omicron
BA.1.15.1,Omicron
BA.1.16,Omicron
BA.2.28,Omicron
BA.1.19,Omicron
B.1.351.3,Beta
B.1.429,Epsilon
P.2,Zeta
B.1.1.77,Alpha
B.1.525,Eta
P.3,Theta
P.1,Gamma
P.1.2,Gamma
P.1.14,Gamma
C.37,Lambda
B.1.526,Iota
AY.120,Delta
AY.91,Delta
AY.37,Delta
AY.45,Delta
AY.62,Delta
AY.116,Delta
AY.82,Delta
AY.6,Delta
AY.46.4,Delta
AY.34,Delta
AY.8,Delta
AY.107,Delta
AY.125.1,Delta
AY.103,Delta
BA.1.1.18,Omicron
AY.85,Delta
BA.1.1.8,Omicron
BA.2.68,Omicron
BE.1.3,Omicron
BL.4,Omicron
BA.5.1.8,Omicron
BA.5.1.6,Omicron
BT.2,Omicron
BA.2.38.2,Omicron
BF.6,Omicron
BF.31,Omicron
BA.5.3.4,Omicron
DJ.1,Omicron
BF.12,Omicron
BA.5.5.3,Omicron
AY.3.1,Delta
AY.79,Delta
AY.4.13,Delta
AY.43.8,Delta
AY.131,Delta
BA.1.13,Omicron
AY.122.6,Delta
AY.4.6,Delta
AY.4.2.1,Delta
AY.46.6,Delta
AY.104,Delta
JN.1.39.3,Omicron
BA.2.16,Omicron
BA.2.3.11,Omicron
BA.5.5.2,Omicron
BA.5.1.31,Omicron
BF.20,Omicron
BA.4.3,Omicron
BA.5.2.8,Omicron
BE.12,Omicron
BF.39,Omicron
BA.2.13.1,Omicron
XAC,Omicron
BA.5.1.21,Omicron
FL.15.1.1,Omicron
DV.7.1.2,Omicron
FL.1.5.1,Omicron
EG.5.1.3,Omicron
EG.5,Omicron
JD.1,Omicron
GK.2,Omicron
GK.2.3,Omicron
JN.11,Omicron
DV.7.1,Omicron
GW.5.1.1,Omicron
DV.7.1.3,Omicron
EG.5.1.4,Omicron
HF.1,Omicron
GS.4.1,Omicron
EG.5.2.1,Omicron
FY.1.2,Omicron
HK.3.1,Omicron
GK.1.1,Omicron
JN.3,Omicron
XBB.1.16.15,Omicron
XBB.1.41.1,Omicron
HK.6,Omicron
EG.7,Omicron
XBB.1.42.1,Omicron
GK.2.1,Omicron
EG.10.1,Omicron
EU.1.1.3,Omicron
GJ.1.2.6,Omicron
JG.1,Omicron
BA.2.86.2,Omicron
JN.10,Omicron
JN.13,Omicron
GK.1,Omicron
FL.20,Omicron
HK.3.3,Omicron
FL.20.2,Omicron
HK.11,Omicron
EG.6.1,Omicron
GS.4,Omicron
XBB.1.5.72,Omicron
HK.8,Omicron
HF.1.1,Omicron
JN.1.38,Omicron
JN.1.54,Omicron
GJ.1.2.4,Omicron
FL.24,Omicron
JQ.1,Omicron
JN.1.24,Omicron
JN.1.1.7,Omicron
JN.1.1.4,Omicron
FL.20.1,Omicron
GW.5,Omicron
JN.1.53,Omicron
JN.1.4.2,Omicron
BQ.1.3.1,Omicron
BA.5.1.18,Omicron
BN.1.4.1,Omicron
CP.5,Omicron
BE.10,Omicron
BQ.1.1.41,Omicron
BN.1.3.8,Omicron
XBB.9,Omicron
XBB.2.11.1,Omicron
BN.1.5.1,Omicron
BW.1.1,Omicron
BA.5.3.5,Omicron
EJ.1,Omicron
BQ.1.25.1,Omicron
BQ.1.1.36,Omicron
XBB.2.12,Omicron
BN.2,Omicron
BQ.1.1.51,Omicron
BA.5.1.26,Omicron
BQ.1.1.24,Omicron
BQ.1.31,Omicron
BF.7.27,Omicron
XBK,Omicron
BQ.1.1.21,Omicron
CA.3,Omicron
BN.3,Omicron
XBB.2.8,Omicron
XBB.1.32,Omicron
BQ.1.1.19,Omicron
BN.1.4.5,Omicron
BE.1.2.1,Omicron
BQ.1.1.26,Omicron
GP.2,Omicron
BN.1.7,Omicron
EF.1.1,Omicron
DL.1,Omicron
BN.1.3.10,Omicron
BF.7.18,Omicron
CM.8.1.4,Omicron
EG.4.1,Omicron
XBB.1.5.3,Omicron
BN.1.4.2,Omicron
CM.8.1.5,Omicron
XBF.8.1,Omicron
BQ.1.1.30,Omicron
EW.1,Omicron
XBB.1.5.55,Omicron
BN.1.3.2,Omicron
XBF.1,Omicron
BQ.1.10.3,Omicron
BQ.1.1.78,Omicron
BN.1.5.2,Omicron
EK.2,Omicron
XBB.1.5.36,Omicron
BQ.1.1.56,Omicron
XBB.1.5.11,Omicron
XBB.1.5.65,Omicron
XBB.2.3.14,Omicron
CH.1.1.19,Omicron
CH.1.1.23,Omicron
BE.1.4.2,Omicron
CK.1.3,Omicron
XBB.1.21,Omicron
XBB.1.5.88,Omicron
BR.5.1,Omicron
XBB.1.5.52,Omicron
XBB.1.5.83,Omicron
BQ.1.1.47,Omicron
CH.1.1.6,Omicron
CH.1.1.10,Omicron
XBB.1.5.95,Omicron
XBB.1.5.9,Omicron
BQ.1.1.46,Omicron
GP.3,Omicron
XBB.1.45.1,Omicron
FL.17,Omicron
BQ.1.1.38,Omicron
XBB.2.11,Omicron
BA.3.1,Omicron
XBB.1.9.5,Omicron
ER.1.1,Omicron
XBK.1,Omicron
BQ.1.21,Omicron
BQ.1.13.1,Omicron
XBB.1.11.1,Omicron
FL.35,Omicron
XBB.1.42,Omicron
CJ.1.3,Omicron
XBB.1.5.64,Omicron
BQ.1.1.39,Omicron
AY.25.3,Delta
AY.4.2,Delta
EG.1.5,Omicron
FL.4.10,Omicron
FG.2,Omicron
FL.1.5,Omicron
EG.5.2.2,Omicron
GY.1,Omicron
HC.1,Omicron
GZ.1,Omicron
HZ.2,Omicron
FL.4.11,Omicron
GY.7,Omicron
FY.3.3,Omicron
GV.1,Omicron
FS.1,Omicron
FL.10.3,Omicron
FY.3,Omicron
FL.29,Omicron
EU.1.1.1,Omicron
HR.1,Omicron
FL.16,Omicron
EG.5.1.5,Omicron
XBB.1.24,Omicron
FL.31,Omicron
FL.2.3.1,Omicron
XBB.1.16.14,Omicron
EG.5.1.2,Omicron
HT.1,Omicron
FY.6,Omicron
HK.7,Omicron
XBB.1.16.24,Omicron
XBB.1.16.23,Omicron
FL.34,Omicron
GM.3.1,Omicron
XBB.1.5.67,Omicron
GK.2.1.1,Omicron
FY.4.1.2,Omicron
FL.23,Omicron
FL.17.1,Omicron
FL.13.1,Omicron
FL.7,Omicron
FL.10.1,Omicron
GJ.5,Omicron
FY.4.2,Omicron
GJ.1.2.2,Omicron
JD.1.2,Omicron
XBB.1.36,Omicron
EG.4.4,Omicron
FY.1.1,Omicron
FL.2.2,Omicron
FL.4.3,Omicron
XBB.1.5.71,Omicron
FL.4.2,Omicron
GK.1.2,Omicron
GN.1.1,Omicron
FE.1.1.1,Omicron
JG.2,Omicron
GE.1.1,Omicron
BG.3,Omicron
BA.4.1.4,Omicron
BA.2.9.6,Omicron
BA.5.1.16,Omicron
BA.2.51,Omicron
BQ.1.1.49,Omicron
BF.7.26,Omicron
BQ.1.1.70,Omicron
BQ.1.1.60,Omicron
XBB.1.4.1,Omicron
BA.5.1.28,Omicron
BF.7.14.4,Omicron
BQ.1.24,Omicron
BQ.1.1.10,Omicron
XBB.1.14,Omicron
CH.1.1.8,Omicron
XBB.1.6,Omicron
BQ.1.1.6,Omicron
XBB.1.5.19,Omicron
DU.1,Omicron
BQ.1.1.74,Omicron
DN.1.1,Omicron
DV.2,Omicron
BQ.1.1.20,Omicron
BQ.1.1.27,Omicron
DF.1.1,Omicron
XBQ,Omicron
BQ.1.1.37,Omicron
BW.1.1.1,Omicron
DV.4,Omicron
